id_movimiento,fecha,sku,refaccion,categoria,region,cantidad,costo_unitario,costo_total,lead_time_dias,critica,hubo_stockout
MOV-00698,02/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1451.53,1451.53,6,Si,False
MOV-01810,08/04/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,2.0,6215.0,12430.0,14,Si,False
MOV-01259,03/07/2025,REF-108,Empaque de puerta,Sello,Norte,3.0,542.84,1628.52,7,Si,False
MOV-01567,11/01/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,3.0,1025.81,3077.43,4,Si,False
MOV-00503,21/10/2025,REF-118,Contactor,Electrico,Centro,3.0,444.94,1334.82,5,No,False
MOV-02056,20/01/2025,REF-108,Empaque de puerta,Sello,Norte,1.0,539.88,539.88,7,Si,False
MOV-01098,05/02/2025,REF-114,Valvula de expansion,Control,Norte,3.0,1408.97,4226.91,11,No,False
MOV-00586,26/01/2025,REF-108,Empaque de puerta,Sello,Occidente,1.0,473.84,473.84,7,Si,False
MOV-01864,18/12/2025,REF-108,Empaque de puerta,Sello,Occidente,1.0,465.27,465.27,7,Si,False
MOV-00906,11/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,,1485.07,2970.14,6,Si,False
MOV-01090,31/10/2025,REF-115,Resistencia de deshielo,Electrico,Norte,2.0,539.4,1078.8,6,No,False
MOV-00424,07/10/2025,REF-111,Rele de arranque,Electrico,Centro,2.0,185.43,370.86,3,No,False
MOV-01694,19/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,3.0,1072.18,3216.54,4,Si,False
MOV-00522,29/04/2025,REF-108,Empaque de puerta,Sello,Norte,2.0,492.19,984.38,7,Si,False
MOV-01133,02/10/2025,REF-111,Rele de arranque,Electrico,Occidente,1.0,197.56,197.56,3,No,False
MOV-01641,01/09/2025,REF-118,Contactor,Electrico,Centro,3.0,431.12,1293.36,5,No,False
MOV-01697,24/03/2025,REF-107,Termostato mecanico,Control,Centro,3.0,322.33,966.99,3,No,False
MOV-02001,14/03/2025,REF-112,Capacitor de arranque,Electrico,Centro,2.0,255.97,511.94,4,No,False
MOV-00297,14/01/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,473.88,1421.64,7,Si,False
MOV-02013,24/07/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,4.0,5400.1,21600.4,12,Si,False
MOV-00185,11/03/2025,REF-113,Filtro deshidratador,Filtro,Occidente,2.0,158.81,317.62,5,No,False
MOV-01879,06/10/2025,REF-108,Empaque de puerta,Sello,Norte,3.0,520.08,1560.24,7,Si,False
MOV-00469,30/10/2025,REF-117,Sensor de temperatura,Control,Norte,3.0,327.59,982.77,4,No,False
MOV-00689,31/07/2025,REF-106,Termostato digital,Control,Occidente,3.0,652.34,1957.02,5,No,False
MOV-00280,26/07/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,4.0,6064.49,24257.96,14,Si,False
MOV-00540,28/03/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,1.0,8036.53,8036.53,18,Si,False
MOV-02006,25/02/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,2.0,7081.22,14162.44,14,Si,False
MOV-01393,09/03/2025,REF-108,Empaque de puerta,Sello,Bajio,2.0,520.69,1041.38,7,Si,False
MOV-00428,02/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1413.4,2826.8,6,Si,False
MOV-00575,13/10/2025,REF-118,Contactor,Electrico,Occidente,2.0,437.87,875.74,5,No,False
MOV-01767,09/05/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,1.0,1150.77,1150.77,9,No,False
MOV-01329,26/06/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,5009.92,10019.84,12,Si,False
MOV-01755,23/08/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,182.69,365.38,5,No,False
MOV-00529,22/06/2025,REF-118,Contactor,Electrico,Occidente,1.0,454.18,454.18,5,No,False
MOV-01001,24/02/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,790.13,2370.39,10,No,False
MOV-00110,22/01/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,1.0,4943.04,4943.04,12,Si,False
MOV-00784,03/02/2025,REF-118,Contactor,Electrico,Norte,3.0,467.81,1403.43,5,No,False
MOV-01137,19/02/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,3.0,1534.68,4604.04,6,Si,False
MOV-01955,22/07/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,4.0,5380.78,21523.12,12,Si,False
MOV-00402,15/10/2025,REF-115,Resistencia de deshielo,Electrico,Norte,1.0,612.9,612.9,6,No,False
MOV-00159,28/09/2025,REF-112,Capacitor de arranque,Electrico,Bajio,1.0,259.72,259.72,4,No,False
MOV-00446,18/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,2.0,1520.96,3041.92,6,Si,True
MOV-01626,21/04/2025,REF-111,Rele de arranque,Electrico,Bajio,1.0,204.04,204.04,3,No,False
MOV-00572,27/06/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,4944.63,14833.89,12,Si,False
MOV-01521,19/05/2025,REF-116,Motor de damper,Ventilacion,Occidente,1.0,845.67,845.67,10,No,False
MOV-00215,30/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,1.0,1434.58,1434.58,6,Si,False
MOV-00779,25/07/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,1.0,954.43,954.43,8,No,False
MOV-01276,09/12/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Bajio,3.0,1068.89,3206.67,4,Si,False
MOV-02022,03/10/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,2.0,4638.12,9276.24,12,Si,False
MOV-01459,24/01/2025,REF-116,Motor de damper,Ventilacion,Sureste,2.0,858.16,1716.32,10,No,True
MOV-01639,09/11/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,2.0,8621.38,17242.76,18,Si,True
MOV-00429,16/07/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,5315.18,15945.54,12,Si,False
MOV-00713,24/09/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,3.0,1070.56,3211.68,4,Si,False
MOV-01096,15/06/2025,REF-114,Valvula de expansion,Control,Centro,3.0,1403.54,4210.62,11,No,False
MOV-01281,12/11/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1287.28,1287.28,11,No,False
MOV-01239,07/02/2025,REF-117,Sensor de temperatura,Control,Occidente,3.0,334.48,1003.44,4,No,False
MOV-01592,10/10/2025,REF-108,Empaque de puerta,Sello,Bajio,2.0,524.92,1049.84,7,Si,False
MOV-01142,17/02/2025,REF-108,Empaque de puerta,Sello,Bajio,3.0,511.32,1533.96,7,Si,False
MOV-00596,11/08/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,4.0,1600.54,6402.16,6,Si,False
MOV-01813,14/02/2025,REF-118,Contactor,Electrico,Bajio,3.0,479.65,1438.95,5,No,False
MOV-01391,04/01/2025,REF-112,Capacitor de arranque,Electrico,Norte,1.0,252.42,252.42,4,No,False
MOV-00517,02/06/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,3.0,5503.41,16510.23,12,Si,False
MOV-02030,20/08/2025,REF-116,Motor de damper,Ventilacion,Centro,1.0,825.22,825.22,10,No,False
MOV-00759,12/03/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,2.0,8074.25,16148.5,18,Si,False
MOV-00273,23/08/2025,REF-107,Termostato mecanico,Control,Bajio,1.0,286.31,286.31,3,No,False
MOV-00140,27/03/2025,REF-110,Ventilador condensador,Ventilacion,Norte,3.0,1030.35,3091.05,9,No,False
MOV-01350,09/04/2025,REF-113,Filtro deshidratador,Filtro,Bajio,3.0,169.23,507.69,5,No,False
MOV-01693,12/04/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,-3.0,940.68,2822.04,4,Si,False
MOV-01429,14/07/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,195.7,195.7,3,No,False
MOV-00675,24/05/2025,REF-112,Capacitor de arranque,Electrico,CENTRO,2.0,270.47,540.94,4,No,False
MOV-00820,01/12/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,3.0,5974.31,17922.93,14,Si,False
MOV-00432,01/07/2025,REF-107,Termostato mecanico,Control, Bajio,2.0,312.86,625.72,3,No,False
MOV-02099,01/04/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,2.0,5959.65,11919.3,14,Si,False
MOV-01466,26/08/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,3.0,1460.48,4381.44,6,Si,False
MOV-01069,04/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,2.0,1593.29,3186.58,6,Si,False
MOV-01007,19/03/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,1.0,5247.86,5247.86,12,Si,False
MOV-01194,29/08/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,5028.63,15085.89,12,Si,True
MOV-01533,11/09/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,3.0,4826.9,14480.7,12,Si,False
MOV-01735,25/12/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,189.73,189.73,3,No,False
MOV-01319,17/03/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,1.0,6090.31,6090.31,14,Si,False
MOV-01998,28/10/2025,REF-114,Valvula de expansion,Control,Centro,3.0,1391.33,4173.99,11,No,False
MOV-01837,05/05/2025,REF-118,Contactor,Electrico,Centro,2.0,414.01,828.02,5,No,False
MOV-02009,03/09/2025,REF-117,Sensor de temperatura,Control,Centro,,311.69,935.07,4,No,False
MOV-01715,10/06/2025,REF-107,Termostato mecanico,Control,Norte,1.0,311.76,311.76,3,No,False
MOV-00683,09/06/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1295.01,1295.01,11,No,False
MOV-00734,20/01/2025,REF-101,Compresor 1/3 HP,Compresor,BAJIO,1.0,4821.26,4821.26,12,Si,False
MOV-01701,09/08/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,5081.06,10162.12,12,Si,False
MOV-01524,18/01/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,516.9,1550.7,7,Si,False
MOV-01272,28/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,-2.0,968.85,1937.7,4,Si,False
MOV-00721,15/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,3.0,1045.29,3135.87,4,Si,False
MOV-00890,02/09/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,2.0,9258.05,18516.1,18,Si,False
MOV-01155,23/01/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,2.0,1071.37,2142.74,4,Si,True
MOV-00009,19/06/2025,REF-111,Rele de arranque,Electrico,Occidente,3.0,181.81,545.43,3,No,False
MOV-01723,24/07/2025,REF-113,Filtro deshidratador,Filtro,OCCIDENTE,1.0,157.07,157.07,5,No,True
MOV-01814,13/10/2025,REF-108,Empaque de puerta,Sello,Bajio,3.0,528.85,1586.55,7,Si,True
MOV-01375,06/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,1.0,979.51,979.51,4,Si,True
MOV-01778,27/11/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,2.0,6215.91,12431.82,14,Si,False
MOV-00527,03/06/2025,REF-103,Compresor 3/4 HP,Compresor,Centro,3.0,7696.11,23088.33,18,Si,False
MOV-00978,10/03/2025,REF-111,Rele de arranque,Electrico,Centro,2.0,197.88,395.76,3,No,False
MOV-00507,17/02/2025,REF-106,Termostato digital,Control,Centro,3.0,684.26,2052.78,5,No,True
MOV-00902,30/03/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,5503.6,11007.2,12,Si,False
MOV-00003,13/04/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,3.0,608.03,1824.09,6,No,False
MOV-00717,06/10/2025,REF-106,Termostato digital,Control,Sureste,2.0,702.97,1405.94,5,No,False
MOV-00271,21/02/2025,REF-110,Ventilador condensador,Ventilacion,Norte,3.0,1130.65,3391.95,9,No,False
MOV-01017,12/12/2025,REF-112,Capacitor de arranque,Electrico,Occidente,1.0,233.41,233.41,4,No,False
MOV-01919,14/12/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,519.47,1558.41,7,Si,False
MOV-00055,19/12/2025,REF-112,Capacitor de arranque,Electrico,Occidente,3.0,267.93,803.79,4,No,False
MOV-00541,18/06/2025,REF-109,Ventilador evaporador,Ventilacion,Bajio,3.0,976.1,2928.3,8,No,False
MOV-01428,14/05/2025,REF-116,Motor de damper,Ventilacion,Centro,1.0,818.76,818.76,10,No,False
MOV-00767,15/10/2025,REF-114,Valvula de expansion,Control,Centro,1.0,1359.98,1359.98,11,No,False
MOV-01489,22/03/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1389.51,2779.02,6,Si,False
MOV-01232,30/09/2025,REF-117,Sensor de temperatura,Control,Sureste,3.0,304.28,912.84,4,No,False
MOV-00190,23/04/2025,REF-118,Contactor,Electrico,Bajio,3.0,459.37,1378.11,5,No,False
MOV-00109,17/07/2025,REF-109,Ventilador evaporador,Ventilacion, Centro,3.0,1015.81,3047.43,8,No,True
MOV-00538,15/12/2025,REF-110,Ventilador condensador,Ventilacion,Occidente,1.0,1096.53,1096.53,9,No,False
MOV-00855,06/10/2025,REF-111,Rele de arranque,Electrico,Centro,1.0,191.97,191.97,3,No,False
MOV-01671,26/04/2025,REF-111,Rele de arranque,Electrico,Sureste,1.0,195.2,195.2,3,No,True
MOV-01146,13/10/2025,REF-108,Empaque de puerta,Sello,Sureste,3.0,530.47,1591.41,7,Si,True
MOV-00023,23/06/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,2.0,948.14,1896.28,8,No,False
MOV-00377,15/12/2025,REF-113,Filtro deshidratador,Filtro,Centro,2.0,173.84,347.68,5,No,False
MOV-00737,19/07/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,8739.43,26218.29,18,Si,False
MOV-01497,17/09/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,2.0,5060.38,10120.76,12,Si,False
MOV-00595,05/04/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,8553.19,17106.38,18,Si,False
MOV-01966,14/10/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,6796.18,13592.36,14,Si,False
MOV-00206,26/04/2025,REF-118,Contactor,Electrico,Occidente,3.0,441.25,1323.75,5,No,False
MOV-00094,31/03/2025,REF-106,Termostato digital,Control,Norte,3.0,650.91,1952.73,5,No,False
MOV-00808,22/10/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,9247.14,18494.28,18,Si,False
MOV-02033,13/02/2025,REF-117,Sensor de temperatura,Control,Bajio,3.0,332.35,997.05,4,No,False
MOV-01559,23/11/2025,REF-115,Resistencia de deshielo,Electrico,Norte,1.0,593.61,593.61,6,No,True
MOV-01371,19/05/2025,REF-107,Termostato mecanico,Control,Norte,2.0,276.0,552.0,3,No,False
MOV-01911,06/11/2025,REF-112,Capacitor de arranque,Electrico,Centro,1.0,266.54,266.54,4,No,False
MOV-00447,23/06/2025,REF-106,Termostato digital,Control,Norte,2.0,615.49,1230.98,5,No,True
MOV-01280,21/04/2025,REF-117,Sensor de temperatura,Control,Centro,1.0,328.46,328.46,4,No,False
MOV-01117,22/07/2025,REF-111,Rele de arranque,Electrico,Occidente,3.0,206.96,620.88,3,No,False
MOV-00568,05/10/2025,REF-113,Filtro deshidratador,Filtro,Bajio,1.0,152.25,152.25,5,No,False
MOV-01478,31/12/2025,REF-107,Termostato mecanico,Control,Centro,1.0,331.78,331.78,3,No,False
MOV-00936,05/02/2025,REF-107,Termostato mecanico,Control,SURESTE,1.0,305.03,305.03,3,No,False
MOV-01833,19/07/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,9117.76,18235.52,18,Si,False
MOV-01558,14/11/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,2.0,7952.35,15904.7,18,Si,False
MOV-01796,28/10/2025,REF-115,Resistencia de deshielo,Electrico,Norte,2.0,,1124.84,6,No,True
MOV-00778,23/07/2025,REF-106,Termostato digital,Control,Sureste,3.0,708.55,2125.65,5,No,False
MOV-01447,04/04/2025,REF-108,Empaque de puerta,Sello,Centro,1.0,529.62,529.62,7,Si,False
MOV-01005,14/11/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,1.0,7874.58,7874.58,18,Si,False
MOV-00399,30/03/2025,REF-111,Rele de arranque,Electrico,Centro,1.0,187.57,187.57,3,No,False
MOV-00708,16/02/2025,REF-111,Rele de arranque,Electrico,Norte,1.0,204.38,204.38,3,No,False
MOV-00561,16/04/2025,REF-108,Empaque de puerta,Sello,Centro,3.0,490.27,1470.81,7,Si,False
MOV-01585,19/04/2025,REF-103,Compresor 3/4 HP,Compresor,Sureste,3.0,9277.39,27832.17,18,Si,False
MOV-01632,03/02/2025,REF-114,Valvula de expansion,Control,Norte,1.0,1345.02,1345.02,11,No,False
MOV-01400,09/04/2025,REF-115,Resistencia de deshielo,Electrico,Bajio,2.0,536.96,1073.92,6,No,False
MOV-00956,25/03/2025,REF-114,Valvula de expansion,Control,Bajio,1.0,1333.41,1333.41,11,No,False
MOV-01310,10/12/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,1.0,5142.87,5142.87,12,Si,True
MOV-01523,08/06/2025,REF-108,Empaque de puerta,Sello,OCCIDENTE,1.0,523.98,523.98,7,Si,False
MOV-00470,11/01/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,3.0,1001.69,3005.07,8,No,False
MOV-00987,30/12/2025,REF-108,Empaque de puerta,Sello,Norte,3.0,517.3,1551.9,7,Si,False
MOV-01935,27/09/2025,REF-110,Ventilador condensador,Ventilacion,Bajio,2.0,1106.79,2213.58,9,No,False
MOV-01125,27/12/2025,REF-106,Termostato digital,Control,Bajio,1.0,679.9,679.9,5,No,False
MOV-00810,03/09/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,1.0,1091.55,1091.55,4,Si,False
MOV-01574,31/12/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,1.0,5033.98,5033.98,12,Si,False
MOV-00131,04/12/2025,REF-109,Ventilador evaporador,Ventilacion,Occidente,2.0,901.14,1802.28,8,No,False
MOV-00982,20/12/2025,REF-110,Ventilador condensador,Ventilacion,Centro,2.0,1026.64,2053.28,9,No,False
MOV-00848,06/06/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,3.0,6114.31,18342.93,14,Si,False
MOV-01825,21/10/2025,REF-112,Capacitor de arranque,Electrico,Bajio,1.0,231.4,231.4,4,No,False
MOV-00945,30/11/2025,REF-113,Filtro deshidratador,Filtro,Centro,3.0,159.49,478.47,5,No,False
MOV-00025,10/07/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,3.0,6428.45,19285.35,14,Si,False
MOV-00584,30/10/2025,REF-103,Compresor 3/4 HP,Compresor,Sureste,1.0,8933.32,8933.32,18,Si,False
MOV-00392,18/02/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,1.0,1584.82,1584.82,6,Si,False
MOV-00343,22/01/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,1.0,1608.58,1608.58,6,Si,True
MOV-00407,11/08/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,2.0,8645.8,17291.6,18,Si,False
MOV-02097,04/11/2025,REF-109,Ventilador evaporador,Ventilacion,Norte,1.0,960.37,960.37,8,No,False
MOV-00156,27/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Centro,2.0,1016.35,2032.7,4,Si,False
MOV-02031,23/04/2025,REF-108,Empaque de puerta,Sello,Occidente,2.0,540.55,1081.1,7,Si,False
MOV-01263,29/12/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,2.0,,12286.68,14,Si,False
MOV-01699,28/01/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,1.0,8763.81,8763.81,18,Si,False
MOV-01023,01/12/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5101.46,15304.38,12,Si,True
MOV-00873,16/03/2025,REF-106,Termostato digital,Control,Bajio,3.0,,1830.51,5,No,False
MOV-00630,28/10/2025,REF-101,Compresor 1/3 HP,Compresor,Occidente,1.0,5268.33,5268.33,12,Si,False
MOV-01978,10/11/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,159.64,319.28,5,No,False
MOV-01631,06/11/2025,REF-117,Sensor de temperatura,Control,Occidente,3.0,335.04,1005.12,4,No,False
MOV-01215,22/03/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,3.0,5901.72,17705.16,14,Si,False
MOV-01057,02/02/2025,REF-101,Compresor 1/3 HP,Compresor,Bajio,1.0,5180.1,5180.1,12,Si,False
MOV-00881,20/08/2025,REF-102,Compresor 1/2 HP,Compresor,Centro,2.0,7127.08,14254.16,14,Si,False
MOV-01845,17/11/2025,REF-115,Resistencia de deshielo,Electrico,Centro,3.0,567.49,1702.47,6,No,True
MOV-00180,02/12/2025,REF-103,Compresor 3/4 HP,Compresor,Bajio,1.0,9148.74,9148.74,18,Si,False
MOV-00948,16/02/2025,REF-114,Valvula de expansion,Control,Bajio,1.0,1448.77,1448.77,11,No,False
MOV-01088,16/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,3.0,1555.46,4666.38,6,Si,True
MOV-00011,08/09/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,2.0,1404.72,2809.44,6,Si,False
MOV-00355,25/07/2025,REF-110,Ventilador condensador,Ventilacion,Norte,2.0,1099.87,2199.74,9,No,False
MOV-00068,26/11/2025,REF-107,Termostato mecanico,Control,Centro,1.0,286.46,286.46,3,No,False
MOV-01387,07/01/2025,REF-106,Termostato digital,Control,Occidente,2.0,645.38,1290.76,5,No,False
MOV-00146,10/08/2025,REF-101,Compresor 1/3 HP,Compresor,Sureste,4.0,4734.46,18937.84,12,Si,False
MOV-01045,24/10/2025,REF-107,Termostato mecanico,Control,Centro,3.0,286.15,858.45,3,No,False
MOV-00416,12/03/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,3.0,914.0,2742.0,4,Si,False
MOV-00393,22/05/2025,REF-116,Motor de damper,Ventilacion,NORTE,1.0,793.71,793.71,10,No,False
MOV-00524,12/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,2.0,1353.22,2706.44,6,Si,False
MOV-00166,30/06/2025,REF-118,Contactor,Electrico,Sureste,2.0,441.63,883.26,5,No,False
MOV-01642,31/07/2025,REF-109,Ventilador evaporador,Ventilacion,Centro,2.0,963.62,1927.24,8,No,False
MOV-00438,22/10/2025,REF-107,Termostato mecanico,Control,Norte,1.0,292.34,292.34,3,No,False
MOV-01575,17/06/2025,REF-117,Sensor de temperatura,Control,Bajio,1.0,314.87,314.87,4,No,False
MOV-02061,25/04/2025,REF-116,Motor de damper,Ventilacion,Centro,3.0,872.58,2617.74,10,No,False
MOV-00056,03/02/2025,REF-113,Filtro deshidratador,Filtro,Occidente,2.0,176.37,352.74,5,No,False
MOV-00139,17/01/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1464.82,1464.82,6,Si,False
MOV-01993,02/06/2025,REF-107,Termostato mecanico,Control,Occidente,1.0,311.59,311.59,3,No,False
MOV-00196,28/02/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Sureste,2.0,1072.99,2145.98,4,Si,False
MOV-02059,03/02/2025,REF-118,Contactor,Electrico,Centro,1.0,472.03,472.03,5,No,False
MOV-01060,28/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,5.0,1446.12,7230.6,6,Si,True
MOV-00450,23/08/2025,REF-113,Filtro deshidratador,Filtro,Norte,2.0,169.18,338.36,5,No,False
MOV-00547,23/11/2025,REF-116,Motor de damper,Ventilacion,Norte,3.0,810.01,2430.03,10,No,False
MOV-00989,06/05/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Occidente,2.0,1028.87,2057.74,4,Si,False
MOV-01777,16/12/2025,REF-102,Compresor 1/2 HP,Compresor,Norte,3.0,6980.46,20941.38,14,Si,True
MOV-00970,08/02/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Norte,1.0,1360.43,1360.43,6,Si,False
MOV-01268,06/11/2025,REF-116,Motor de damper,Ventilacion,Centro,2.0,834.54,1669.08,10,No,False
MOV-01475,14/03/2025,REF-103,Compresor 3/4 HP,Compresor,Norte,2.0,9211.25,18422.5,18,Si,False
MOV-00175,11/04/2025,REF-112,Capacitor de arranque,Electrico,Centro,3.0,230.69,692.07,4,No,False
MOV-00255,29/01/2025,REF-113,Filtro deshidratador,Filtro,Bajio,-1.0,171.68,171.68,5,No,False
MOV-01158,13/05/2025,REF-107,Termostato mecanico,Control,Occidente,1.0,330.77,330.77,3,No,False
MOV-00386,08/02/2025,REF-103,Compresor 3/4 HP,Compresor,Occidente,3.0,,26920.77,18,Si,False
MOV-00445,12/06/2025,REF-113,Filtro deshidratador,Filtro,Norte,1.0,165.47,165.47,5,No,False
MOV-01102,29/11/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,3.0,5265.07,15795.21,12,Si,False
MOV-01890,02/03/2025,REF-112,Capacitor de arranque,Electrico,Sureste,3.0,234.74,704.22,4,No,False
MOV-00712,05/10/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Centro,1.0,1482.97,1482.97,6,Si,False
MOV-00838,09/03/2025,REF-101,Compresor 1/3 HP,Compresor,Centro,1.0,5098.83,5098.83,12,Si,False
MOV-02072,12/01/2025,REF-102,Compresor 1/2 HP,Compresor,Occidente,1.0,6413.83,6413.83,14,Si,False
MOV-00913,29/11/2025,REF-106,Termostato digital,Control,Norte,2.0,609.0,1218.0,5,No,False
MOV-00090,05/11/2025,REF-104,Gas refrigerante R-134a,Refrigerante,Norte,1.0,1003.76,1003.76,4,Si,False
MOV-01463,16/05/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,1.0,1447.35,1447.35,6,Si,False
MOV-01302,28/08/2025,REF-111,Rele de arranque,Electrico,Norte,1.0,183.77,183.77,3,No,False
MOV-02045,22/11/2025,REF-108,Empaque de puerta,Sello,Occidente,2.0,537.68,1075.36,7,Si,True
MOV-00001,26/07/2025,REF-118,Contactor,Electrico,Sureste,3.0,471.1,1413.3,5,No,False
MOV-01537,25/12/2025,REF-102,Compresor 1/2 HP,Compresor,Bajio,1.0,6999.31,6999.31,14,Si,False
MOV-00823,27/06/2025,REF-108,Empaque de puerta,Sello,Bajio,3.0,515.83,1547.49,7,Si,False
MOV-00614,29/06/2025,REF-107,Termostato mecanico,Control,Bajio,3.0,307.09,921.27,3,No,False
MOV-01030,04/06/2025,REF-101,Compresor 1/3 HP,Compresor,Norte,3.0,4954.64,14863.92,12,Si,True
MOV-01126,26/09/2025,REF-112,Capacitor de arranque,Electrico,Centro,1.0,246.59,246.59,4,No,False
MOV-01330,01/11/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Bajio,2.0,1354.57,2709.14,6,Si,False
MOV-00040,03/06/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Occidente,4.0,1434.65,5738.6,6,Si,False
MOV-01416,09/11/2025,REF-116,Motor de damper,Ventilacion,Bajio,1.0,818.47,818.47,10,No,False
MOV-01013,17/04/2025,REF-105,Gas refrigerante R-404a,Refrigerante,Sureste,2.0,1441.55,2883.1,6,Si,False
MOV-00944,09/01/2025,REF-103,Compresor 3/4 HP,Compresor,OCCIDENTE,2.0,8330.97,16661.94,18,Si,False
