folio,fecha_apertura,fecha_cierre,cliente,region,tipo_equipo,tipo_servicio,falla_reportada,tecnico_id,requiere_refaccion,horas_respuesta,costo_servicio,reincidencia_30d,estatus
F-202500727,2025-09-21 10:00,2025-09-22 13:48,Cliente 050,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-007,No,27.8,3235.37,Si,cerrado
F-202500817,2025-01-16 12:00,2025-01-17 14:12,Cliente 036,Centro,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-015,Si,26.2,10557.55,No,Cerrado
F-202500650,2025-11-06 14:00,2025-11-07 01:36,Cliente 001,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-022,No,11.6,2194.82,Si,Cerrado
F-202500981,2025-08-04 09:00,2025-08-05 00:36,Cliente 021,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-026,No,15.6,1983.35,Si,Cerrado
F-202500871,2025-06-16 10:00,2025-06-17 02:00,Cliente 037,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-014,No,16.0,10513.74,No,Cerrado
F-202500253,2025-03-10 07:00,2025-03-10 11:06,Cliente 018,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-030,No,4.1,2149.75,No,Cerrado
F-202500897,2025-07-05 09:00,2025-07-06 19:06,Cliente 047,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-013,No,34.1,1441.16,No,Cerrado
F-202500996,2025-08-17 14:00,2025-08-19 04:12,Cliente 012,Sureste,Camara fria,Instalacion,Problema electrico,TEC-021,No,38.2,10836.6,No,Cerrado
F-202500135,2025-10-18 16:00,2025-10-19 05:54,Cliente 015,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-023,No,13.9,1233.25,No,Cerrado
F-202500846,2025-01-02 16:00,2025-01-03 08:42,Cliente 026,Centro,Vitrina refrigerada,Instalacion,Puerta / empaque danado,TEC-006,No,16.7,,No,Cerrado
F-202501076,2025-03-01 12:00,2025-03-02 06:42,Cliente 039,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-008,No,18.7,1288.69,No,Cerrado
F-202500951,2025-02-04 13:00,2025-02-04 18:48,Cliente 032,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-005,No,5.8,1235.51,No,Cerrado
F-202501039,2025-06-09 17:00,2025-06-13 05:48,Cliente 002,Bajio,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-018,Si,84.8,9356.4,No,Cerrado
F-202500659,2025-01-27 11:00,2025-01-28 11:24,Cliente 023,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-010,No,24.4,2131.4,No,Cerrado
F-202500128,2025-10-07 08:00,2025-10-07 14:54,Cliente 008,Bajio,Camara fria,Preventivo,Mantenimiento programado,TEC-005,No,6.9,1703.79,Si,Cerrado
F-202501167,2025-01-09 16:00,2025-01-11 15:48,Cliente 006,Centro,Refrigerador vertical,Correctivo,Puerta / empaque danado,TEC-024,Si,47.8,14215.05,Si,Cerrado
F-202501297,2025-04-06 08:00,2025-04-08 00:00,Cliente 059,Occidente,Camara fria,Instalacion,Termostato descalibrado,TEC-014,No,40.0,4624.87,No,Cerrado
F-202501066,2025-05-22 09:00,2025-05-26 07:24,Cliente 016,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-028,Si,94.4,12242.59,Si,Cerrado
F-202500238,2025-06-07 14:00,2025-06-10 18:48,Cliente 053,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-004,Si,76.8,17075.64,No,Cerrado
F-202501290,2025-08-15 18:00,2025-08-16 01:36,Cliente 023, Bajio ,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-007,No,7.6,1126.9,No,Cerrado
F-202501042,2025-11-09 07:00,2025-11-13 07:18,Cliente 040,Centro,Camara fria,Correctivo,Acumulacion de hielo,TEC-003,No,96.3,11865.83,No,Cerrado
F-202500460,2025-02-08 15:00,2025-02-10 21:30,Cliente 006,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-031,Si,54.5,9126.69,No,Cerrado
F-202501078,2025-03-02 09:00,2025-03-03 03:18,Cliente 060,centro,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-007,No,18.3,2100.69,No,Cerrado
F-202500056,2025-01-16 07:00,2025-01-21 01:06,Cliente 035,Centro,Maquina de hielo,Correctivo,Puerta / empaque danado,TEC-030,Si,114.1,14892.24,No,Cerrado
F-202500075,2025-09-08 18:00,2025-09-11 19:24,Cliente 034,Bajio,Congelador horizontal,Correctivo,Falla de compresor,TEC-005,Si,73.4,15067.01,No,Cerrado
F-202501111,2025-08-19 09:00,2025-08-21 13:00,Cliente 002,Bajio,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-008,No,52.0,3671.44,No,Cerrado
F-202500106,2025-10-15 09:00,2025-10-17 01:18,Cliente 046,Bajio,Camara fria,Correctivo,Termostato descalibrado,TEC-023,No,40.3,13772.62,No,Cerrado
F-202500164,2025-05-29 18:00,2025-06-03 02:30,Cliente 053,Sureste,Camara fria,Instalacion,Problema electrico,TEC-015,Si,104.5,8218.07,No,Cerrado
F-202501050,2025-02-13 09:00,2025-02-14 19:30,Cliente 035,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-003,No,34.5,1534.36,No,Cerrado
F-202500867,2025-10-27 15:00,2025-10-28 13:36,Cliente 013,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-011,No,22.6,2190.88,No,Cerrado
F-202500936,2025-12-10 13:00,2025-12-12 11:30,Cliente 029,NORTE,Maquina de hielo,Correctivo,Problema electrico,TEC-009,No,46.5,2214.88,No,Cerrado
F-202501012,2025-10-19 07:00,2025-10-21 21:42,Cliente 047,Sureste,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-037,No,62.7,5070.63,No,Cerrado
F-202500640,2025-12-13 12:00,2025-12-14 16:36,Cliente 017,Occidente,Camara fria,Correctivo,Termostato descalibrado,,No,28.6,9756.98,No,Cerrado
F-202501211,2025-08-16 18:00,2025-08-18 13:12,Cliente 039,Occidente,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-033,No,43.2,13300.8,No,Cerrado
F-202501120,2025-06-30 18:00,2025-07-03 20:42,Cliente 007,Centro,Refrigerador vertical,Correctivo,Falla de compresor,TEC-036,Si,74.7,7130.7,No,Cerrado
F-202500519,2025-06-23 12:00,2025-06-25 05:18,Cliente 040,Norte,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-036,No,41.3,9785.71,No,Cerrado
F-202501193,2025-03-04 13:00,2025-03-05 15:30,Cliente 050,Norte,Congelador horizontal,Instalacion,Falla de compresor,TEC-018,Si,26.5,16566.14,No,Cerrado
F-202500592,2025-11-26 12:00,2025-11-28 02:06,Cliente 021,Norte,Camara fria,Correctivo,Fuga de refrigerante,TEC-030,No,38.1,9776.62,No,Cerrado
F-202500915,2025-08-05 09:00,2025-08-06 04:36,Cliente 018,Bajio,Vitrina refrigerada,Correctivo,Falla de compresor,,No,19.6,11006.98,No,Cerrado
F-202500771,2025-08-26 07:00,2025-08-26 16:06,Cliente 020,bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-026,No,9.1,1152.53,Si,Cerrado
F-202500413,2025-04-12 15:00,2025-04-13 03:30,Cliente 054,Occidente,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-034,No,12.5,2166.5,No,Cerrado
F-202501352,2025-05-24 07:00,2025-05-26 01:24,Cliente 002,Norte,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-028,No,42.4,7057.72,No,Cerrado
F-202500556,2025-07-04 11:00,2025-07-05 10:54,Cliente 046,Sureste,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-007,No,23.9,10889.75,No,Cerrado
F-202500544,2025-03-05 07:00,2025-03-06 21:12,Cliente 032,Centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-011,Si,38.2,12021.98,No,Cerrado
F-202501172,2025-08-19 18:00,2025-08-20 17:36,Cliente 058,Norte,Congelador horizontal,Instalacion,Problema electrico,TEC-028,No,23.6,12653.54,No,Cerrado
F-202500537,2025-06-16 11:00,2025-06-16 22:30,Cliente 038,bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-005,No,11.5,2437.13,Si,Cerrado
F-202501191,2025-06-01 07:00,2025-06-05 07:54,Cliente 007,occidente,Maquina de hielo,Correctivo,Falla de compresor,TEC-005,Si,96.9,13594.8,No,cerrado
F-202501231,2025-10-27 18:00,2025-10-29 06:30,Cliente 049,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-011,Si,36.5,6895.4,No,Cerrado
F-202501126,2025-11-04 10:00,2025-11-08 14:42,Cliente 006,Centro,Camara fria,Correctivo,Puerta / empaque danado,,Si,100.7,18583.63,No,Cerrado
F-202500625,2025-08-09 07:00,2025-08-10 18:12,Cliente 026,Bajio,Congelador horizontal,Correctivo,Problema electrico,TEC-022,No,35.2,4202.32,No,Cerrado
F-202500407,2025-06-08 07:00,2025-06-09 13:42,Cliente 032,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-028,No,30.7,1851.33,No,Cerrado
F-202501342,2025-02-19 08:00,2025-02-21 11:24,Cliente 047, Occidente ,Refrigerador vertical,Correctivo,Falla de compresor,TEC-018,Si,51.4,5560.97,Si,Cerrado
F-202500645,2025-10-09 10:00,2025-10-10 12:54,Cliente 015,Sureste,Vitrina refrigerada,Correctivo,Problema electrico,TEC-006,No,26.9,10611.1,No,Cerrado
F-202501156,2025-08-03 08:00,2025-08-06 13:48,Cliente 020,Norte,Camara fria,Instalacion,Falla de compresor,TEC-014,Si,77.8,15466.67,No,Cerrado
F-202500447,2025-04-25 11:00,2025-04-26 08:06,Cliente 055,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-005,No,21.1,922.81,No,Cerrado
F-202500665,2025-08-07 14:00,2025-08-08 05:18,Cliente 038,Bajio,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-033,No,15.3,1261.47,No,Cerrado
F-202500963,2025-11-03 18:00,2025-11-06 02:54,Cliente 005,Bajio,Congelador horizontal,Correctivo,Falla de compresor,TEC-007,Si,56.9,14207.25,No,Cerrado
F-202500772,2025-12-27 15:00,2025-12-28 14:12,Cliente 022,Centro,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-014,No,23.2,6759.23,No,Cerrado
F-202500480,2025-02-09 08:00,2025-02-11 00:12,Cliente 045,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-008,Si,40.2,3096.1,No,Cerrado
F-202501044,2025-05-16 09:00,2025-05-17 20:12,Cliente 057,Norte,Camara fria,Correctivo,Falla de compresor,TEC-014,Si,35.2,17107.88,No,Cerrado
F-202501073,2025-10-04 11:00,2025-10-05 13:18,Cliente 016,Norte,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-011,No,26.3,843.97,No,Cerrado
F-202501255,2025-08-26 17:00,2025-09-01 15:12,Cliente 031,Bajio,Vitrina refrigerada,Instalacion,Fuga de refrigerante,TEC-006,Si,142.2,8821.93,No,Cerrado
F-202500262,2025-03-04 14:00,2025-03-06 06:18,Cliente 025,Norte,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-011,No,40.3,5020.92,No,Cerrado
F-202500295,2025-07-18 08:00,2025-07-19 10:30,Cliente 031,norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-036,No,26.5,3158.46,No,Cerrado
F-202500722,2025-12-06 18:00,2025-12-09 12:30,Cliente 020,Centro,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-001,Si,66.5,9725.85,Si,Cerrado
F-202501348,2025-09-13 16:00,2025-09-14 13:54,Cliente 058,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-001,No,21.9,2396.61,No,Cerrado
F-202501134,2025-10-06 09:00,2025-10-07 03:00,Cliente 032,Centro,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-023,No,18.0,8774.03,No,Cerrado
F-202500945,2025-02-17 14:00,2025-02-18 13:30,Cliente 054,Norte,Congelador horizontal,Correctivo,Termostato descalibrado,TEC-017,No,23.5,6034.73,No,Cerrado
F-202500877,2025-07-17 09:00,2025-07-18 02:30,Cliente 014,Norte,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-029,No,17.5,6238.6,No,Cerrado
F-202501279,2025-01-03 13:00,2025-01-05 01:42,Cliente 053,Occidente,Congelador horizontal,Correctivo,Falla de compresor,TEC-019,No,36.7,2074.3,No,Cerrado
F-202500160,2025-10-14 17:00,2025-10-15 17:42,Cliente 028,Occidente,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-015,No,24.7,2505.67,No,Cerrado
F-202500955,2025-10-14 10:00,2025-10-18 21:12,Cliente 004,Bajio,Refrigerador vertical,Correctivo,Problema electrico,TEC-025,Si,107.2,7971.13,No,Cerrado
F-202500651,2025-06-28 09:00,2025-06-30 22:00,Cliente 013,Sureste,Camara fria,Correctivo,Puerta / empaque danado,TEC-019,No,61.0,5901.76,No,Cerrado
F-202500610,2025-11-10 14:00,2025-11-12 18:48,Cliente 044,Norte,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-018,Si,52.8,7622.22,No,En proceso
F-202501183,2025-09-10 10:00,2025-09-11 17:06,Cliente 029,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-009,Si,31.1,7686.93,Si,Cerrado
F-202500334,2025-10-30 17:00,2025-10-31 15:42,Cliente 015,Centro,Congelador horizontal,Correctivo,Acumulacion de hielo,TEC-014,No,22.7,11622.37,No,Cerrado
F-202501395,2025-03-20 07:00,2025-03-22 12:48,Cliente 032,Occidente,Refrigerador vertical,Correctivo,Falla de compresor,TEC-036,Si,53.8,7880.86,Si,Cerrado
F-202500280,2025-01-31 13:00,2025-02-01 16:06,Cliente 035,Norte,Refrigerador vertical,Instalacion,Problema electrico,TEC-015,No,27.1,7488.61,No,Cerrado
F-202500961,2025-02-26 14:00,2025-02-28 06:48,Cliente 017,Occidente,Maquina de hielo,Instalacion,Problema electrico,TEC-003,No,40.8,8023.52,No,Cerrado
F-202500699,2025-01-19 16:00,2025-01-20 19:06,Cliente 011,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-030,No,27.1,2453.83,No,Cerrado
F-202501392,2025-07-13 08:00,2025-07-14 08:12,Cliente 051,Centro,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-031,No,24.2,1355.65,No,Cerrado
F-202500630,2025-05-14 11:00,2025-05-14 23:06,Cliente 060,Norte,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-011,No,12.1,1709.92,No,Cerrado
F-202500534,2025-04-14 18:00,2025-04-17 01:48,Cliente 035,Occidente,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-032,Si,55.8,7841.15,No,Cerrado
F-202501212,2025-10-13 18:00,2025-10-14 06:12,Cliente 050,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-026,No,12.2,1086.08,No,Cerrado
F-202500737,2025-09-24 13:00,2025-09-25 14:54,Cliente 005,Centro,Congelador horizontal,Correctivo,Falla de compresor,TEC-014,Si,25.9,13201.49,No,Cerrado
F-202500015,2025-09-19 14:00,2025-09-24 12:24,Cliente 027,Centro,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-019,Si,118.4,6566.39,No,Cerrado
F-202500683,2025-12-17 10:00,2025-12-21 05:48,Cliente 043,Norte,Vitrina refrigerada,Correctivo,Falla de compresor,TEC-024,Si,91.8,5528.37,No,Cerrado
F-202500905,2025-06-17 17:00,2025-06-18 09:48,Cliente 002,Bajio,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-003,No,16.8,958.06,No,Cerrado
F-202500393,2025-05-15 11:00,2025-05-16 06:30,Cliente 040,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-026,Si,19.5,4834.04,No,Cerrado
F-202500423,2025-10-07 10:00,2025-10-08 01:12,Cliente 001,Norte,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-030,No,15.2,1242.6,No,Cerrado
F-202501220,2025-06-10 18:00,2025-06-12 03:42,Cliente 023,Sureste,Vitrina refrigerada,Correctivo,Problema electrico,TEC-033,No,33.7,1752.64,No,Cerrado
F-202500463,2025-10-01 17:00,2025-10-04 08:42,Cliente 026,Sureste,Congelador horizontal,Correctivo,Fuga de refrigerante,TEC-034,Si,63.7,6795.01,No,Cerrado
F-202501241,2025-07-05 09:00,2025-07-07 22:12,Cliente 037,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-016,No,61.2,11200.55,No,Cerrado
F-202501174,2025-03-06 11:00,2025-03-09 00:48,Cliente 026,Occidente,Congelador horizontal,Correctivo,Falla de compresor,TEC-028,Si,61.8,17729.59,No,Cerrado
F-202500802,2025-04-21 07:00,2025-04-22 09:42,Cliente 015,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-018,No,26.7,1303.97,No,Cerrado
F-202501259,2025-07-17 15:00,2025-07-18 09:36,Cliente 003,Centro,Refrigerador vertical,Correctivo,Problema electrico,TEC-018,No,18.6,13009.44,No,Cerrado
F-202501266,2025-01-14 13:00,2025-01-14 21:12,Cliente 035,Occidente,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-032,No,8.2,2474.25,No,Cerrado
F-202501139,2025-09-29 13:00,2025-09-29 21:06,Cliente 041,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-001,No,8.1,1619.02,No,Cerrado
F-202500620,2025-02-21 12:00,2025-02-23 21:24,Cliente 001,Bajio,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-006,Si,57.4,13306.45,No,Cerrado
F-202501335,2025-07-14 12:00,2025-07-15 07:06,Cliente 052,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-006,No,19.1,2237.17,No,Cerrado
F-202501048,2025-08-08 14:00,2025-08-09 12:24,Cliente 003,Bajio,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-013,Si,22.4,15656.51,No,Cerrado
F-202500237,2025-08-31 08:00,2025-09-01 19:30,Cliente 008,Bajio,Camara fria,Preventivo,Mantenimiento programado,TEC-005,Si,35.5,3508.62,No,Cerrado
F-202500467,2025-03-02 08:00,2025-03-03 22:30,Cliente 047,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-013,No,38.5,921.75,No,Cerrado
F-202500754,2025-12-08 13:00,2025-12-09 06:12,Cliente 027,Occidente,Refrigerador vertical,Instalacion,Fuga de refrigerante,TEC-029,No,17.2,10383.18,No,Cerrado
F-202500292,2025-04-08 17:00,2025-04-09 22:42,Cliente 010,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-003,No,,2105.51,No,Cerrado
F-202500234,2025-10-04 17:00,2025-10-11 01:42,Cliente 027,Norte,Congelador horizontal,Correctivo,Puerta / empaque danado,TEC-032,Si,152.7,13243.32,No,Cerrado
F-202500742,2025-10-06 17:00,2025-10-09 02:06,Cliente 023,Bajio,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-015,Si,57.1,8383.5,No,Cerrado
F-202501116,2025-06-28 16:00,2025-06-30 05:24,Cliente 020,Occidente,Refrigerador vertical,Correctivo,Acumulacion de hielo,TEC-002,No,37.4,2406.48,No,Cerrado
F-202500410,2025-01-06 18:00,2025-01-08 03:42,Cliente 047,CENTRO,Congelador horizontal,Instalacion,Fuga de refrigerante,TEC-020,Si,33.7,17871.51,No,Cerrado
F-202500851,2025-12-24 13:00,2025-12-25 11:48,Cliente 002,Norte,Refrigerador vertical,Correctivo,Problema electrico,TEC-005,No,22.8,7134.49,No,Cerrado
F-202500904,2025-11-19 17:00,2025-11-21 05:06,Cliente 017,Bajio,Camara fria,Correctivo,Problema electrico,TEC-021,No,36.1,13470.05,No,Cerrado
F-202501112,2025-03-26 17:00,2025-03-28 05:36,Cliente 021,Bajio,Refrigerador vertical,Correctivo,Falla de compresor,TEC-004,Si,36.6,7592.56,No,Cerrado
F-202500320,2025-10-08 13:00,2025-10-11 07:54,Cliente 043,Occidente,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-003,Si,66.9,12368.55,No,Cerrado
F-202500743,2025-08-20 18:00,2025-08-23 06:42,Cliente 015,Occidente,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-015,Si,60.7,18184.54,No,Cerrado
F-202501146,2025-06-26 11:00,2025-06-27 03:24,Cliente 027,Bajio,Vitrina refrigerada,Correctivo,Problema electrico,TEC-015,No,16.4,5344.55,No,Cerrado
F-202501178,2025-03-11 12:00,2025-03-11 16:24,Cliente 037,Occidente,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-024,No,4.4,1377.39,No,Cerrado
F-202500939,2025-06-18 07:00,2025-06-20 11:54,Cliente 017,Norte,Vitrina refrigerada,Correctivo,Fuga de refrigerante,TEC-023,No,52.9,10223.38,No,Cerrado
F-202500949,2025-12-12 09:00,2025-12-12 18:42,Cliente 004,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-004,No,9.7,1312.66,No,Cerrado
F-202500980,2025-07-26 14:00,2025-07-27 17:18,Cliente 051,Norte,Maquina de hielo,Correctivo,Fuga de refrigerante,TEC-028,No,27.3,12472.94,Si,Cerrado
F-202500786,2025-08-03 10:00,2025-08-04 20:00,Cliente 054,Centro,Vitrina refrigerada,Correctivo,Problema electrico,,No,34.0,12908.16,No,Cerrado
F-202500060,2025-09-07 13:00,2025-09-08 16:24,Cliente 015,Bajio,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-012,Si,27.4,11258.54,Si,Cerrado
F-202501151,2025-05-16 14:00,2025-05-17 04:30,Cliente 026,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-009,No,14.5,1765.05,No,Cerrado
F-202500885,2025-10-24 15:00,2025-10-25 09:06,Cliente 019,Centro,Congelador horizontal,Instalacion,Termostato descalibrado,TEC-029,No,18.1,3096.24,No,Cerrado
F-202500462,2025-02-21 10:00,2025-02-22 05:48,Cliente 017,Sureste,Camara fria,Preventivo,Mantenimiento programado,TEC-026,No,19.8,1736.36,No,Cerrado
F-202501245,2025-11-16 12:00,2025-11-19 10:48,Cliente 036,Centro,Refrigerador vertical,Instalacion,Fuga de refrigerante,TEC-011,Si,70.8,6965.41,No,Cerrado
F-202500535,2025-07-30 08:00,2025-07-30 20:42,Cliente 046,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-018,No,12.7,2526.7,No,Cerrado
F-202500629,2025-07-04 13:00,2025-07-05 13:30,Cliente 011,Norte,Maquina de hielo,Preventivo,Mantenimiento programado,TEC-024,No,24.5,1755.51,Si,Cerrado
F-202501209,2025-04-14 13:00,2025-04-16 11:54,Cliente 005,Norte,Congelador horizontal,Correctivo,Problema electrico,TEC-011,No,46.9,5365.98,Si,Cerrado
F-202500924,2025-02-22 14:00,2025-02-24 10:24,Cliente 036,Centro,Refrigerador vertical,Correctivo,Fuga de refrigerante,TEC-016,Si,44.4,7078.16,No,Cerrado
F-202501253,2025-01-28 18:00,2025-01-29 16:00,Cliente 021,Occidente,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-033,No,22.0,1462.56,Si,Cerrado
F-202500402,2025-10-11 12:00,2025-10-14 19:12,Cliente 055,Norte,Maquina de hielo,Instalacion,Problema electrico,TEC-016,No,79.2,9264.95,No,Cerrado
F-202500900,2025-08-13 17:00,2025-08-14 13:24,Cliente 042,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-020,No,20.4,1053.3,No,Cerrado
F-202500372,2025-08-30 11:00,2025-08-31 12:30,Cliente 054,occidente,Camara fria,Preventivo,Mantenimiento programado,,No,25.5,961.59,No,Cerrado
F-202500400,2025-04-24 13:00,2025-04-26 11:00,Cliente 036,Norte,Maquina de hielo,Correctivo,Problema electrico,TEC-016,No,46.0,5907.28,No,Cerrado
F-202500892,2025-09-17 10:00,2025-09-18 06:12,Cliente 006,Norte,Camara fria,Preventivo,Mantenimiento programado,TEC-015,No,20.2,1142.21,No,Cerrado
F-202501143,2025-12-06 18:00,2025-12-07 03:36,Cliente 023,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-016,No,9.6,1692.5,No,Cerrado
F-202500914,2025-12-24 07:00,2025-12-26 12:30,Cliente 048,Centro,Vitrina refrigerada,Instalacion,Acumulacion de hielo,TEC-006,Si,53.5,14580.25,No,Cerrado
F-202501147,2025-07-13 16:00,2025-07-14 16:48,Cliente 008,Sureste,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-030,No,24.8,1256.71,No,Cerrado
F-202500038,2025-10-30 14:00,2025-10-31 09:00,Cliente 030,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-024,No,19.0,2432.92,No,Cerrado
F-202500590,2025-11-04 18:00,2025-11-05 15:00,Cliente 060,Centro,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-002,Si,21.0,4640.73,No,Cerrado
F-202500674,2025-02-04 11:00,2025-02-05 12:24,Cliente 008,Occidente,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-010,No,25.4,9873.6,Si,Cerrado
F-202500982,2025-09-14 12:00,2025-09-17 12:00,Cliente 023,Centro,Vitrina refrigerada,Correctivo,Termostato descalibrado,TEC-003,Si,72.0,17807.17,Si,Cerrado
F-202500107,2025-10-12 17:00,2025-10-13 22:18,Cliente 024,Norte,Maquina de hielo,Correctivo,Acumulacion de hielo,TEC-008,No,29.3,11059.9,No,Cerrado
F-202500323,2025-08-13 14:00,2025-08-14 16:42,Cliente 010,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-010,No,26.7,2514.35,No,Cerrado
F-202500352,2025-01-17 17:00,2025-01-18 03:06,Cliente 003,Centro,Camara fria,Preventivo,Mantenimiento programado,TEC-002,No,10.1,2318.58,No,Cerrado
F-202500357,2025-02-25 11:00,2025-02-25 22:00,Cliente 030,Centro,Congelador horizontal,Preventivo,Mantenimiento programado,TEC-014,No,11.0,2279.0,No,Cerrado
F-202500836,2025-10-11 16:00,2025-10-13 22:12,Cliente 051,Occidente,Congelador horizontal,Correctivo,Problema electrico,TEC-032,Si,54.2,18803.89,No,Cerrado
F-202500716,2025-10-19 09:00,2025-10-20 16:12,Cliente 058,Sureste,Vitrina refrigerada,Preventivo,Mantenimiento programado,TEC-003,No,31.2,2463.46,No,Cerrado
F-202500252,2025-06-30 07:00,2025-07-02 11:06,Cliente 002,Centro,Congelador horizontal,Instalacion,Puerta / empaque danado,TEC-034,Si,52.1,16412.54,Si,Cerrado
F-202501124,2025-03-30 11:00,2025-04-01 17:24,Cliente 055, Norte ,Maquina de hielo,Correctivo,Acumulacion de hielo,TEC-022,No,54.4,4642.84,No,Cerrado
F-202501324,2025-11-20 11:00,2025-11-21 01:06,Cliente 011,Bajio,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-006,No,14.1,2555.16,No,Cerrado
F-202500848,2025-01-19 09:00,2025-01-20 02:42,Cliente 008,Norte,Refrigerador vertical,Preventivo,Mantenimiento programado,TEC-034,No,17.7,1062.9,No,Cerrado
F-202500391,2025-09-30 14:00,2025-10-02 20:54,Cliente 006,Occidente,Congelador horizontal,Correctivo,Falla de compresor,TEC-004,Si,1865.1,13409.58,No,Cerrado
F-202500444,2025-06-28 17:00,2025-06-30 19:54,Cliente 027,Sureste,Refrigerador vertical,Correctivo,Termostato descalibrado,TEC-033,No,50.9,7085.99,No,Cerrado
F-202500568,2025-04-02 12:00,2025-04-04 14:54,Cliente 011,Occidente,Camara fria,Correctivo,Termostato descalibrado,TEC-037,No,50.9,7561.14,No,Cerrado
